,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
80786,80787,1086347,26,10,single,rented,yes,Civil_engineer,Eluru[25],Andhra_Pradesh,10,10,0
108721,108722,2968373,29,20,single,rented,no,Chartered_Accountant,Purnia[26],Bihar,11,12,0
129486,129487,1477966,55,7,single,rented,no,Artist,Malegaon,Maharashtra,5,14,0
2983,2984,2478694,39,0,single,rented,yes,Comedian,Gopalpur,West_Bengal,0,13,0
180090,180091,3766437,24,11,married,norent_noown,no,Comedian,Nangloi_Jat,Delhi,10,10,0
65019,65020,2436026,50,4,single,rented,yes,Lawyer,Karimnagar,Telangana,4,10,0
82610,82611,3048347,36,17,single,rented,no,Air_traffic_controller,Bhatpara,West_Bengal,14,13,1
2100,2101,228131,30,5,single,rented,no,Technician,Kakinada,Andhra_Pradesh,5,12,1
224209,224210,6534668,28,16,single,norent_noown,no,Technology_specialist,Alwar,Rajasthan,9,11,1
15048,15049,1810939,67,15,single,rented,no,Biomedical_Engineer,Adoni,Andhra_Pradesh,4,13,0
35906,35907,9731079,70,1,married,rented,no,Geologist,Rajpur_Sonarpur,West_Bengal,1,13,0
58212,58213,3864368,58,13,single,rented,yes,Web_designer,Mumbai,Maharashtra,8,13,0
105933,105934,6326936,70,20,single,rented,no,Designer,Raurkela_Industrial_Township,Odisha,14,14,0
156663,156664,2506726,54,11,single,rented,no,Designer,Jalna,Maharashtra,6,14,0
108781,108782,1755216,38,15,single,rented,no,Hotel_Manager,Haridwar,Uttarakhand,11,13,0
160186,160187,3771768,38,13,single,rented,no,Army_officer,Guntur[13],Andhra_Pradesh,9,13,0
70038,70039,2699320,27,1,single,rented,no,Police_officer,Mangalore,Karnataka,1,10,0
144215,144216,8377998,65,13,single,rented,no,Civil_engineer,Imphal,Manipur,4,11,1
206892,206893,2598677,41,12,single,rented,no,Physician,Bongaigaon,Assam,11,11,0
66636,66637,1342169,37,16,single,rented,no,Comedian,Haridwar,Uttarakhand,8,12,0
48750,48751,9507533,32,4,married,rented,no,Lawyer,Satna,Madhya_Pradesh,4,11,0
182605,182606,3217169,73,20,single,rented,no,Financial_Analyst,Pudukkottai,Tamil_Nadu,5,10,0
123983,123984,3351044,32,3,single,rented,no,Flight_attendant,Indore,Madhya_Pradesh,3,11,0
151597,151598,7469378,62,0,single,rented,yes,Financial_Analyst,Korba,Chhattisgarh,0,10,0
220012,220013,6023424,75,5,single,rented,no,Financial_Analyst,Sasaram[30],Bihar,5,13,0
185735,185736,8419034,70,12,single,rented,no,Hotel_Manager,Karawal_Nagar,Delhi,12,11,0
64368,64369,3352999,54,16,single,rented,no,Consultant,Bidar,Karnataka,14,11,0
43449,43450,7278093,77,17,single,rented,no,Chemical_engineer,Sirsa,Haryana,10,14,0
13041,13042,6910809,41,10,single,rented,yes,Artist,Indore,Madhya_Pradesh,5,12,0
229318,229319,7765850,43,15,single,rented,no,Technical_writer,Hyderabad,Telangana,8,14,0
251418,251419,2529642,76,2,single,rented,no,Statistician,Davanagere,Karnataka,2,11,0
222511,222512,1975324,35,4,single,rented,no,Microbiologist,Machilipatnam,Andhra_Pradesh,4,14,0
98870,98871,354766,78,0,single,rented,no,Computer_hardware_engineer,Saharanpur,Uttar_Pradesh,0,10,0
182022,182023,296613,23,3,single,rented,yes,Designer,Miryalaguda,Telangana,3,13,0
195415,195416,3852642,23,11,single,rented,no,Chef,Ramagundam[27],Telangana,11,12,0
29044,29045,7128178,67,5,single,rented,yes,Lawyer,Secunderabad,Telangana,5,13,0
154811,154812,8550948,45,11,single,rented,yes,Biomedical_Engineer,Chinsurah,West_Bengal,11,11,0
222101,222102,9507209,43,17,married,norent_noown,yes,Chemical_engineer,Begusarai,Bihar,10,11,0
249361,249362,9079064,65,12,single,rented,yes,Mechanical_engineer,Tenali,Andhra_Pradesh,8,12,0
245325,245326,519936,68,2,single,rented,yes,Comedian,Kurnool[18],Andhra_Pradesh,2,11,0
126776,126777,8018101,63,9,single,rented,yes,Air_traffic_controller,Gulbarga,Karnataka,9,13,0
35662,35663,13429,25,18,single,rented,yes,Comedian,Berhampore,West_Bengal,13,11,0
77872,77873,1308957,22,20,single,rented,no,Drafter,Chandigarh_city,Chandigarh,3,14,0
1447,1448,6083790,31,5,single,rented,no,Physician,Sagar,Madhya_Pradesh,4,11,0
11602,11603,1006338,67,1,single,rented,yes,Engineer,Howrah,West_Bengal,1,14,0
67528,67529,2467224,35,3,single,rented,no,Flight_attendant,Dibrugarh,Assam,3,11,1
183401,183402,5616939,66,3,single,rented,yes,Air_traffic_controller,Amroha,Uttar_Pradesh,3,11,0
151233,151234,862841,77,7,single,rented,no,Fashion_Designer,North_Dumdum,West_Bengal,7,14,0
133560,133561,927040,72,0,single,owned,yes,Aviator,Ranchi,Jharkhand,0,13,0
144955,144956,4161972,41,16,single,owned,no,Civil_engineer,Hajipur[31],Bihar,9,11,0
149281,149282,9128273,76,7,single,rented,no,Aviator,Secunderabad,Telangana,4,11,0
150139,150140,2568817,78,5,single,owned,yes,Chemical_engineer,Satna,Madhya_Pradesh,5,14,0
179245,179246,968745,56,9,single,rented,no,Army_officer,Madanapalle,Andhra_Pradesh,5,14,0
226950,226951,3520160,53,2,single,rented,no,Police_officer,"Khora,_Ghaziabad",Uttar_Pradesh,2,14,0
224115,224116,1964800,41,6,single,owned,no,Official,Kumbakonam,Tamil_Nadu,6,11,0
58128,58129,5824010,45,3,single,rented,no,Physician,Pune,Maharashtra,3,11,0
248964,248965,1365551,42,10,single,rented,no,Army_officer,Barasat,West_Bengal,3,11,0
67109,67110,4195860,46,8,single,rented,no,Hotel_Manager,Mira-Bhayandar,Maharashtra,5,11,0
87113,87114,7673823,63,15,married,rented,no,Army_officer,Jaipur,Rajasthan,11,14,0
244777,244778,7645177,32,13,single,rented,no,Army_officer,Mehsana,Gujarat,8,11,1
230083,230084,8511992,56,0,single,rented,no,Graphic_Designer,Chapra,Bihar,0,13,0
13010,13011,5035598,38,18,single,rented,no,Army_officer,Berhampur,Odisha,14,14,0
155662,155663,1369359,22,19,single,norent_noown,yes,Politician,Malda,West_Bengal,9,12,0
179109,179110,384314,57,7,single,rented,no,Police_officer,Pondicherry,Puducherry,3,12,0
238002,238003,8607513,32,15,single,rented,no,Hotel_Manager,Bulandshahr,Uttar_Pradesh,6,13,0
44665,44666,5262116,43,1,single,rented,no,Hotel_Manager,Ramgarh,Jharkhand,1,10,0
26785,26786,8891745,58,11,single,rented,yes,Air_traffic_controller,Gwalior,Madhya_Pradesh,9,11,0
97207,97208,1106438,79,3,married,rented,no,Librarian,Serampore,West_Bengal,3,12,0
144275,144276,2188913,66,19,single,rented,no,Design_Engineer,Bharatpur,Rajasthan,3,12,0
241721,241722,1524495,49,7,married,rented,yes,Financial_Analyst,Ranchi,Jharkhand,7,12,0
33960,33961,4746091,23,5,single,rented,yes,Scientist,Kishanganj[35],Bihar,5,14,0
92754,92755,5639809,75,0,single,rented,no,Drafter,Dehradun,Uttarakhand,0,10,0
97587,97588,7667495,24,3,married,rented,no,Petroleum_Engineer,Parbhani,Maharashtra,3,14,0
209804,209805,2637175,25,6,married,rented,no,Surgeon,Hindupur,Andhra_Pradesh,6,11,0
19372,19373,1077388,45,20,single,rented,yes,Lawyer,Gandhinagar,Gujarat,12,11,0
224384,224385,6098731,63,8,single,rented,no,Hotel_Manager,Bijapur,Karnataka,8,11,0
9532,9533,277942,59,16,single,rented,no,Chef,Pali,Rajasthan,10,11,0
138874,138875,9205302,77,13,single,rented,yes,Microbiologist,Deoghar,Jharkhand,11,13,1
7803,7804,7627741,71,6,single,rented,yes,Hotel_Manager,Nandyal,Andhra_Pradesh,4,14,0
79005,79006,3327853,51,10,single,rented,yes,Drafter,Rewa,Madhya_Pradesh,3,12,0
204474,204475,245102,36,4,single,rented,no,Web_designer,Mango,Jharkhand,4,12,0
172219,172220,1575975,60,5,single,rented,yes,Consultant,Latur,Maharashtra,5,12,0
186781,186782,1296942,26,13,married,norent_noown,no,Chemical_engineer,Mehsana,Gujarat,5,11,0
56344,56345,1216848,60,9,single,rented,no,Computer_hardware_engineer,Muzaffarpur,Bihar,9,12,0
132612,132613,2929735,23,14,single,rented,no,Microbiologist,Davanagere,Karnataka,9,12,0
6071,6072,8487221,26,2,married,rented,no,Statistician,Cuttack,Odisha,2,12,0
216443,216444,7323983,56,3,single,norent_noown,yes,Economist,Machilipatnam,Andhra_Pradesh,3,13,1
197487,197488,1620737,54,18,single,rented,yes,Librarian,Munger,Bihar,10,11,1
230889,230890,8682982,50,3,single,rented,no,Air_traffic_controller,Agra,Uttar_Pradesh,3,14,0
108118,108119,495619,26,1,single,rented,no,Consultant,Raiganj,West_Bengal,1,14,1
75262,75263,4175765,79,3,single,rented,no,Physician,Mysore[7][8][9],Karnataka,3,13,1
81813,81814,224204,51,9,single,norent_noown,no,Computer_hardware_engineer,Mathura,Uttar_Pradesh,8,10,0
229763,229764,2235241,54,10,single,rented,no,Drafter,Anantapuram[24],Andhra_Pradesh,10,14,0
119508,119509,4593497,33,15,married,rented,no,Biomedical_Engineer,Begusarai,Bihar,8,14,1
114766,114767,347594,48,11,single,rented,no,Magistrate,Deoghar,Jharkhand,11,11,0
86833,86834,5615027,23,14,single,rented,yes,Civil_engineer,Dehradun,Uttarakhand,14,14,0
65109,65110,7660598,72,11,single,rented,no,Biomedical_Engineer,Navi_Mumbai,Maharashtra,11,13,0
38696,38697,8996089,71,5,single,rented,no,Librarian,Bhilai,Chhattisgarh,5,12,0
130685,130686,8658757,28,6,single,rented,yes,Chef,Jamalpur[36],Bihar,6,14,0
156785,156786,7579274,26,8,single,rented,no,Army_officer,Guna,Madhya_Pradesh,5,14,0
238819,238820,5822391,61,1,single,rented,no,Police_officer,Kharagpur,West_Bengal,1,14,0
2395,2396,2809982,78,5,married,rented,yes,Technology_specialist,Guna,Madhya_Pradesh,3,12,0
112850,112851,1165669,76,8,single,rented,yes,Army_officer,Parbhani,Maharashtra,8,12,0
41144,41145,3022992,68,5,single,rented,no,Computer_hardware_engineer,Mirzapur,Uttar_Pradesh,5,14,0
223673,223674,6147057,71,15,single,rented,yes,Chef,Karawal_Nagar,Delhi,3,13,0
179492,179493,8605005,31,20,single,rented,no,Petroleum_Engineer,Mysore[7][8][9],Karnataka,5,14,1
152203,152204,902071,63,4,single,rented,no,Economist,Jorhat,Assam,4,12,1
8720,8721,7320325,42,3,single,owned,no,Comedian,Durg,Chhattisgarh,3,13,0
250510,250511,4868149,55,14,single,rented,yes,Computer_operator,Raipur,Chhattisgarh,5,13,0
244924,244925,3218620,55,5,single,rented,no,Technician,Mahbubnagar,Telangana,3,10,0
172908,172909,4945087,50,16,single,owned,no,Chartered_Accountant,Jalgaon,Maharashtra,14,10,0
108406,108407,8491491,61,20,single,rented,no,Comedian,Haldia,West_Bengal,8,11,0
26811,26812,5463216,25,6,single,rented,no,Consultant,Ambala,Haryana,6,13,0
11161,11162,7914034,23,2,single,rented,no,Chef,Gulbarga,Karnataka,2,10,1
92901,92902,329515,50,10,single,rented,no,Computer_hardware_engineer,Dharmavaram,Andhra_Pradesh,4,11,0
143604,143605,4940114,43,8,single,rented,no,Economist,Kulti,West_Bengal,8,10,1
189016,189017,5990870,74,4,single,rented,no,Aviator,Singrauli,Madhya_Pradesh,4,10,0
179088,179089,3546473,39,5,single,rented,yes,Petroleum_Engineer,Udaipur,Rajasthan,3,10,0
222230,222231,5359721,50,4,single,rented,no,Petroleum_Engineer,Morena,Madhya_Pradesh,4,13,0
213481,213482,5618096,65,15,single,rented,yes,Air_traffic_controller,Bharatpur,Rajasthan,12,11,1
185188,185189,4899772,62,18,single,rented,no,Firefighter,Ahmedabad,Gujarat,12,10,0
237831,237832,1164169,24,12,single,rented,yes,Air_traffic_controller,Rohtak,Haryana,4,11,0
159394,159395,1127903,74,15,single,rented,yes,Drafter,Medininagar,Jharkhand,3,12,0
179555,179556,4066365,56,13,single,rented,no,Secretary,Bhilai,Chhattisgarh,7,14,0
46022,46023,3770663,53,5,single,rented,yes,Web_designer,Coimbatore,Tamil_Nadu,5,12,0
216815,216816,7773930,79,18,single,rented,yes,Official,Nandyal,Andhra_Pradesh,9,13,0
87035,87036,3662229,39,0,single,rented,no,Civil_engineer,Buxar[37],Bihar,0,14,0
26498,26499,4217767,28,4,single,rented,yes,Statistician,Udaipur,Rajasthan,4,13,0
192969,192970,6625727,65,3,single,rented,no,Petroleum_Engineer,Shimoga,Karnataka,3,13,0
152945,152946,3417372,35,16,single,rented,no,Dentist,Pudukkottai,Tamil_Nadu,13,10,0
85085,85086,7718952,60,1,single,rented,yes,Librarian,Morbi,Gujarat,1,12,0
123820,123821,5164517,33,17,married,rented,no,Secretary,Gwalior,Madhya_Pradesh,6,11,1
181715,181716,7234302,31,1,single,rented,no,Chef,Haridwar,Uttarakhand,1,11,0
249193,249194,261322,58,18,married,rented,no,Magistrate,Anand,Gujarat,7,13,0
186446,186447,3391314,27,1,single,owned,no,Geologist,Latur,Maharashtra,1,10,0
237170,237171,1645509,73,13,married,rented,no,Comedian,Ballia,Uttar_Pradesh,9,14,0
228585,228586,195805,40,16,single,rented,no,Mechanical_engineer,Bhagalpur,Bihar,9,13,0
115071,115072,5294937,53,8,married,rented,no,Mechanical_engineer,Belgaum,Karnataka,8,12,0
85548,85549,7685852,58,3,single,rented,no,Designer,Bijapur,Karnataka,3,13,0
198902,198903,4908917,41,4,single,rented,yes,Chartered_Accountant,Chittoor[28],Andhra_Pradesh,4,13,0
14267,14268,7351555,58,16,single,rented,yes,Aviator,Kozhikode,Kerala,8,11,0
72207,72208,3672369,60,12,single,rented,no,Computer_operator,Hazaribagh,Jharkhand,6,12,1
200534,200535,5623739,75,19,single,rented,no,Computer_operator,Pallavaram,Tamil_Nadu,9,12,0
213466,213467,9232506,75,2,single,rented,no,Design_Engineer,Avadi,Tamil_Nadu,2,11,1
179876,179877,5522087,58,4,single,rented,yes,Librarian,Chapra,Bihar,4,13,1
64107,64108,2322708,25,5,married,rented,no,Chef,Dehri[30],Bihar,5,12,0
135160,135161,4945087,50,16,single,owned,no,Chartered_Accountant,Jalgaon,Maharashtra,14,10,0
27439,27440,4915233,76,5,single,rented,no,Designer,South_Dumdum,West_Bengal,3,11,0
28099,28100,3553720,49,4,single,rented,no,Architect,Kottayam,Kerala,4,13,0
31878,31879,3157162,48,11,single,rented,no,Magistrate,Anantapuram[24],Andhra_Pradesh,7,14,0
232992,232993,2841276,73,10,single,rented,yes,Police_officer,Gudivada,Andhra_Pradesh,10,11,0
127786,127787,9731079,70,1,married,rented,no,Geologist,Rajpur_Sonarpur,West_Bengal,1,13,0
24902,24903,2604480,26,16,single,rented,no,Biomedical_Engineer,Firozabad,Uttar_Pradesh,9,12,0
251169,251170,9121546,33,17,single,rented,no,Computer_hardware_engineer,Pune,Maharashtra,10,10,0
250548,250549,2476075,44,20,single,rented,no,Technical_writer,Jodhpur,Rajasthan,6,10,0
219915,219916,2845909,66,14,single,rented,no,Biomedical_Engineer,Dharmavaram,Andhra_Pradesh,5,12,0
171549,171550,5214871,29,19,married,rented,no,Scientist,Karimnagar,Telangana,13,12,0
121641,121642,3816048,55,1,single,rented,no,Chemical_engineer,Sirsa,Haryana,1,14,0
69292,69293,1619598,58,18,single,rented,no,Design_Engineer,Dharmavaram,Andhra_Pradesh,8,10,0
216056,216057,961888,25,9,single,rented,yes,Flight_attendant,Jalna,Maharashtra,9,11,0
240478,240479,6682303,38,20,single,rented,yes,Librarian,Bidhannagar,West_Bengal,4,13,0
31029,31030,3692913,55,6,single,rented,no,Magistrate,Delhi_city,Delhi,6,11,0
172740,172741,9625415,77,15,married,rented,no,Secretary,Amravati,Maharashtra,9,10,0
62152,62153,4380994,35,10,single,rented,yes,Air_traffic_controller,New_Delhi,Delhi,4,14,0
63014,63015,5025618,35,7,single,rented,no,Artist,Parbhani,Maharashtra,7,12,0
173288,173289,1551179,24,19,single,rented,no,Drafter,Allahabad,Uttar_Pradesh[5],9,14,0
227344,227345,3755797,30,9,single,rented,no,Civil_engineer,Kharagpur,West_Bengal,9,12,0
149716,149717,927040,72,0,single,owned,yes,Aviator,Ranchi,Jharkhand,0,13,0
97127,97128,1963558,36,15,single,rented,yes,Microbiologist,Shimla,Himachal_Pradesh,7,13,0
61374,61375,7887547,32,10,single,rented,yes,Comedian,Dibrugarh,Assam,10,12,0
103492,103493,9339198,67,14,married,rented,yes,Hotel_Manager,Guntakal,Andhra_Pradesh,11,14,0
215226,215227,4709710,50,1,single,rented,yes,Dentist,Jorhat,Assam,1,13,0
137093,137094,7645788,71,17,single,rented,yes,Civil_engineer,Pudukkottai,Tamil_Nadu,13,14,0
246530,246531,2805955,54,10,single,rented,yes,Computer_operator,Dhanbad,Jharkhand,10,12,0
144006,144007,9282657,57,17,single,rented,no,Web_designer,Sonipat,Haryana,3,14,0
153287,153288,4971595,54,8,single,owned,no,Dentist,Nagpur,Maharashtra,8,13,0
41474,41475,7549491,31,17,single,rented,no,Technician,Saharanpur,Uttar_Pradesh,4,14,0
35448,35449,6596959,40,5,single,rented,yes,Flight_attendant,Jamnagar,Gujarat,5,14,1
166315,166316,7731935,25,3,single,norent_noown,yes,Artist,Nagpur,Maharashtra,3,13,0
57091,57092,1620737,54,18,single,rented,yes,Librarian,Munger,Bihar,10,11,0
239865,239866,731389,74,20,married,rented,no,Surveyor,Firozabad,Uttar_Pradesh,14,11,0
90878,90879,6691539,66,6,single,rented,no,Police_officer,Mau,Uttar_Pradesh,6,11,0
153527,153528,2771449,59,6,single,rented,yes,Army_officer,Udaipur,Rajasthan,6,10,0
71475,71476,8097859,46,10,single,rented,no,Technology_specialist,Mau,Uttar_Pradesh,10,10,0
14551,14552,5850440,68,20,married,rented,no,Physician,Aurangabad[39],Bihar,11,12,0
162271,162272,2341206,68,11,single,owned,no,Surveyor,Indore,Madhya_Pradesh,11,12,0
212384,212385,77279,69,17,single,rented,no,Civil_servant,Gaya,Bihar,10,14,0
166421,166422,5956675,50,3,single,rented,yes,Biomedical_Engineer,Panvel,Maharashtra,3,13,1
12046,12047,4924865,46,18,single,rented,no,Artist,Kadapa[23],Andhra_Pradesh,14,11,0
77001,77002,1621537,55,11,single,rented,no,Librarian,Bokaro,Jharkhand,11,12,0
109580,109581,9530702,57,12,single,rented,no,Design_Engineer,Muzaffarnagar,Uttar_Pradesh,8,11,0
226916,226917,7058326,43,18,single,rented,no,Surveyor,Imphal,Manipur,14,10,0
154733,154734,3755504,59,14,single,norent_noown,no,Army_officer,Sambalpur,Odisha,8,12,0
26566,26567,7240595,44,1,single,rented,no,Chemical_engineer,Raichur,Karnataka,1,11,0
46466,46467,74741,59,14,single,rented,yes,Graphic_Designer,Vellore,Tamil_Nadu,6,11,0
105046,105047,8256373,33,15,single,rented,yes,Magistrate,Kakinada,Andhra_Pradesh,7,13,0
144243,144244,2917765,47,9,single,rented,no,Technical_writer,Ratlam,Madhya_Pradesh,9,14,0
171755,171756,4253315,66,7,single,rented,no,Chemical_engineer,Vasai-Virar,Maharashtra,7,11,0
231992,231993,9710021,66,14,single,rented,no,Biomedical_Engineer,Guntakal,Andhra_Pradesh,8,13,1
173943,173944,7600748,59,13,single,rented,yes,Software_Developer,Avadi,Tamil_Nadu,5,10,0
137295,137296,3713726,56,16,single,rented,no,Dentist,Baranagar,West_Bengal,7,14,0
174406,174407,9148752,56,11,single,rented,yes,Statistician,Udaipur,Rajasthan,6,10,0
92414,92415,6019535,75,9,single,rented,yes,Surveyor,Nadiad,Gujarat,3,13,0
156615,156616,3449511,50,19,single,rented,yes,Computer_hardware_engineer,Rajpur_Sonarpur,West_Bengal,3,14,0
71735,71736,660630,70,1,single,rented,yes,Chartered_Accountant,Pune,Maharashtra,1,10,1
200418,200419,9768431,72,4,single,owned,yes,Engineer,Hapur,Uttar_Pradesh,4,14,0
237364,237365,9060909,38,15,single,rented,yes,Army_officer,Phagwara,Punjab,9,14,0
2158,2159,5300443,71,8,single,rented,yes,Politician,Bulandshahr,Uttar_Pradesh,7,13,1
93900,93901,1484805,46,13,single,rented,no,Consultant,Danapur,Bihar,8,14,0
86942,86943,5484464,58,2,single,rented,yes,Technical_writer,Nanded,Maharashtra,2,12,0
201814,201815,3802714,71,16,single,rented,no,Software_Developer,Madanapalle,Andhra_Pradesh,8,13,0
95622,95623,7268002,62,15,single,rented,yes,Fashion_Designer,Gudivada,Andhra_Pradesh,13,14,0
172797,172798,4700701,48,14,single,rented,yes,Secretary,Ulhasnagar,Maharashtra,12,12,0
161231,161232,4901643,42,5,single,rented,yes,Technical_writer,Kochi,Kerala,5,11,0
221109,221110,5960515,56,19,single,rented,no,Chartered_Accountant,Tadepalligudem,Andhra_Pradesh,14,12,1
189288,189289,2663598,63,15,single,rented,no,Software_Developer,Rajahmundry[19][20],Andhra_Pradesh,11,12,0
244424,244425,6001748,30,9,single,rented,no,Architect,Junagadh,Gujarat,9,10,1
188815,188816,1650871,37,1,single,rented,no,Air_traffic_controller,Imphal,Manipur,1,11,0
246941,246942,3174308,24,2,single,rented,no,Chemical_engineer,Sangli-Miraj_&_Kupwad,Maharashtra,2,11,0
82826,82827,9888590,59,8,single,rented,no,Army_officer,Anand,Gujarat,3,12,0
165093,165094,8878375,65,7,single,rented,no,Secretary,Singrauli,Madhya_Pradesh,7,14,0
166641,166642,1648740,77,14,single,rented,no,Industrial_Engineer,Jaipur,Rajasthan,6,13,0
164929,164930,3373735,44,4,single,rented,yes,Politician,Bhimavaram,Andhra_Pradesh,4,13,1
108435,108436,7962325,61,17,single,rented,no,Surveyor,Bhopal,Madhya_Pradesh,12,12,0
142322,142323,8217987,56,13,single,rented,yes,Graphic_Designer,Kolhapur,Maharashtra,8,14,0
215632,215633,7942966,51,6,single,rented,yes,Financial_Analyst,Ballia,Uttar_Pradesh,4,12,0
169170,169171,7845861,70,7,single,rented,no,Software_Developer,Siwan[32],Bihar,4,10,0
105674,105675,8229070,38,7,single,rented,yes,Graphic_Designer,Kolhapur,Maharashtra,7,10,0
220052,220053,8884208,46,6,single,rented,yes,Dentist,Howrah,West_Bengal,6,14,0
193220,193221,4822937,33,0,single,rented,no,Engineer,Katihar,Bihar,0,14,0
140045,140046,8726324,52,14,single,rented,no,Analyst,Guntur[13],Andhra_Pradesh,9,10,0
91825,91826,7002610,56,4,single,rented,no,Police_officer,Hyderabad,Telangana,4,12,0
100240,100241,6039519,77,14,single,rented,no,Physician,Baranagar,West_Bengal,6,11,0
152000,152001,6372556,39,10,single,rented,yes,Graphic_Designer,Fatehpur,Uttar_Pradesh,3,13,0
125351,125352,4659517,76,2,married,rented,no,Army_officer,Tirupati[21][22],Andhra_Pradesh,2,12,0
121047,121048,6449400,33,18,single,norent_noown,no,Industrial_Engineer,Bellary,Karnataka,10,10,0
51687,51688,8732919,54,18,single,rented,no,Politician,Sikar,Rajasthan,5,13,1
138586,138587,6911248,32,19,single,rented,no,Drafter,Bhimavaram,Andhra_Pradesh,11,14,0
57578,57579,6997215,39,9,single,owned,no,Chemical_engineer,Secunderabad,Telangana,4,14,0
123603,123604,9475063,39,9,single,rented,no,Graphic_Designer,Malegaon,Maharashtra,4,14,0
109131,109132,9145188,54,18,single,rented,no,Firefighter,Dhanbad,Jharkhand,14,13,0
192888,192889,5764547,21,8,single,rented,no,Petroleum_Engineer,Thrissur,Kerala,7,10,0
171444,171445,4409735,54,2,single,rented,no,Fashion_Designer,Mirzapur,Uttar_Pradesh,2,10,0
60371,60372,938587,44,7,single,rented,no,Economist,Jamshedpur,Jharkhand,7,10,0
131543,131544,5648251,48,2,single,rented,yes,Graphic_Designer,Bahraich,Uttar_Pradesh,2,13,0
78159,78160,8290616,46,5,single,rented,no,Hotel_Manager,Darbhanga,Bihar,5,11,0
247315,247316,4821470,68,7,single,rented,no,Air_traffic_controller,Durg,Chhattisgarh,7,14,1
87667,87668,6925358,73,19,single,rented,no,Air_traffic_controller,Navi_Mumbai,Maharashtra,3,12,0
117548,117549,1364891,62,19,single,rented,yes,Lawyer,Mehsana,Gujarat,10,14,0
75956,75957,6190329,21,13,single,rented,no,Geologist,Jabalpur,Madhya_Pradesh,13,11,0
127901,127902,6319064,60,13,single,rented,yes,Civil_engineer,Ongole,Andhra_Pradesh,11,12,0
104458,104459,3422262,78,8,single,rented,yes,Computer_hardware_engineer,Moradabad,Uttar_Pradesh,8,12,0
14324,14325,7298829,59,16,single,rented,no,Politician,Bharatpur,Rajasthan,3,13,0
10712,10713,3858660,73,6,single,rented,yes,Statistician,Udupi,Karnataka,6,11,0
134322,134323,5055709,57,3,single,owned,no,Technical_writer,Kurnool[18],Andhra_Pradesh,3,12,0
177909,177910,9663578,71,16,single,rented,no,Scientist,Madurai,Tamil_Nadu,11,14,1
145690,145691,9978110,22,8,single,rented,yes,Designer,Bikaner,Rajasthan,5,11,0
6172,6173,5002101,37,6,single,rented,yes,Biomedical_Engineer,Shivpuri,Madhya_Pradesh,6,14,0
239430,239431,8224168,24,11,single,owned,yes,Financial_Analyst,Ramagundam[27],Telangana,11,10,1
47463,47464,6270306,67,13,single,rented,yes,Financial_Analyst,Ambattur,Tamil_Nadu,13,13,0
95975,95976,5282884,72,3,single,rented,no,Politician,Munger,Bihar,3,10,0
69575,69576,7735112,75,11,single,rented,yes,Comedian,Khammam,Telangana,9,14,0
49882,49883,3483388,47,6,single,rented,no,Technician,Amroha,Uttar_Pradesh,6,13,0
49724,49725,4707757,66,4,married,rented,no,Artist,Jamnagar,Gujarat,4,11,0
11697,11698,9789626,21,20,single,rented,no,Economist,Jehanabad[38],Bihar,4,13,1
43061,43062,7048030,58,9,single,rented,no,Surgeon,Haridwar,Uttarakhand,9,12,0
196574,196575,1934502,27,18,single,norent_noown,no,Surveyor,Ramagundam[27],Telangana,5,14,0
135946,135947,4879862,75,2,single,owned,no,Computer_operator,Singrauli,Madhya_Pradesh,2,12,0
160959,160960,3971141,67,16,single,rented,no,Drafter,Pimpri-Chinchwad,Maharashtra,13,13,0
63153,63154,7968822,24,13,single,rented,no,Petroleum_Engineer,Begusarai,Bihar,3,13,0
18329,18330,5581770,56,12,single,owned,no,Physician,Mango,Jharkhand,8,13,0
77018,77019,1975538,40,9,single,rented,yes,Police_officer,Pondicherry,Puducherry,9,12,0
121788,121789,8913238,72,14,married,rented,no,Army_officer,Jorhat,Assam,5,12,0
217970,217971,2642438,79,11,single,rented,yes,Chef,Karimnagar,Telangana,11,12,0
215834,215835,7903118,72,20,single,rented,no,Artist,Rajkot,Gujarat,13,11,0
34317,34318,8929413,48,19,single,rented,no,Psychologist,Siwan[32],Bihar,10,11,0
184873,184874,9390849,25,10,married,rented,yes,Graphic_Designer,"Khora,_Ghaziabad",Uttar_Pradesh,10,13,0
228336,228337,6250902,53,1,single,rented,no,Comedian,Khandwa,Madhya_Pradesh,1,11,0
21423,21424,4094969,61,13,single,rented,no,Physician,Rajkot,Gujarat,4,11,1
120730,120731,3766437,24,11,married,norent_noown,no,Comedian,Nangloi_Jat,Delhi,10,10,0
232300,232301,9846311,53,20,single,rented,no,Surveyor,Mangalore,Karnataka,8,11,0
221809,221810,6568495,42,19,single,rented,no,Economist,Rampur,Uttar_Pradesh,3,12,0
176903,176904,4130211,40,18,married,rented,yes,Consultant,Durgapur,West_Bengal,4,10,0
51548,51549,4654280,49,18,single,rented,yes,Psychologist,Mumbai,Maharashtra,11,11,0
33360,33361,3657551,27,7,single,rented,no,Biomedical_Engineer,Thiruvananthapuram,Kerala,7,10,0
116617,116618,5377559,37,1,single,rented,no,Comedian,Durg,Chhattisgarh,1,11,0
119795,119796,5245448,25,8,single,rented,yes,Technology_specialist,Dindigul,Tamil_Nadu,7,14,0
